VesselID,Date,Terminal,ShippingLine,VesselType,Route,ArrivalHour,TurnaroundHrs,DepartureHour,TEUCapacity,TEULoaded,UtilisationRate
V15079,2024-06-10,Pasir Panjang T3-4,HMM,Container,Singapore–Japan,14,28.3,18,14500,16809,1.0
V15080,2024-06-10,Keppel,Yang Ming,Tanker,Singapore–Japan,13,28.6,17,8000,6551,0.819
V15081,2024-06-10,Tuas,CMA CGM,Container,Singapore–US East,16,12.2,4,14500,10802,0.745
V15082,2024-06-10,Keppel,ONE,Tanker,Singapore–Europe,18,29.4,23,14500,13853,0.955
V15083,2024-06-10,Pasir Panjang T1-2,Evergreen,Tanker,Singapore–SE Asia,13,25.1,14,12000,6017,0.501
V15084,2024-06-10,Keppel,COSCO,Container,Singapore–Japan,19,25.5,20,14500,19542,1.0
V15085,2024-06-10,Pasir Panjang T3-4,HMM,Tanker,Singapore–Japan,11,19.6,6,12000,19270,1.0
V15086,2024-06-10,Pasir Panjang T3-4,Yang Ming,General Cargo,Singapore–US East,19,23.5,18,24000,8851,0.369
V15087,2024-06-10,Brani,ONE,Tanker,Singapore–Europe,14,31.9,21,20000,19889,0.994
V15088,2024-06-10,Pasir Panjang T3-4,PIL,Tanker,Singapore–SE Asia,23,15.6,14,12000,13333,1.0
V15089,2024-06-10,Pasir Panjang T3-4,CMA CGM,Container,Singapore–Korea,15,18.8,9,8000,5976,0.747
V15090,2024-06-10,Pasir Panjang T1-2,HMM,Container,Singapore–Middle East,19,30.7,1,20000,17141,0.857
V15091,2024-06-10,Pasir Panjang T1-2,HMM,Tanker,Singapore–US East,3,23.5,2,8000,12727,1.0
V15092,2024-06-10,Tuas,PIL,Container,Singapore–Japan,22,23.1,21,20000,8702,0.435
V15093,2024-06-10,Keppel,MSC,RORO,Singapore–Europe,17,31.4,0,8000,10423,1.0
V15094,2024-06-10,Pasir Panjang T1-2,Evergreen,Tanker,Singapore–Japan,20,25.1,21,20000,9717,0.486
V15095,2024-06-10,Pasir Panjang T1-2,Yang Ming,Container,Singapore–Korea,15,34.8,1,20000,18860,0.943
V15096,2024-06-10,Tuas,Maersk,Container,Singapore–Middle East,6,25.0,7,14500,5881,0.406
V15097,2024-06-10,Tanjong Pagar,MSC,Container,Singapore–Europe,14,37.7,3,24000,7198,0.3
V15098,2024-06-10,Brani,Evergreen,Tanker,Singapore–SE Asia,19,30.2,1,8000,17139,1.0
V15099,2024-06-10,Pasir Panjang T1-2,Hapag-Lloyd,Bulk Carrier,Singapore–US West,17,14.8,7,14500,14817,1.0
V15100,2024-06-10,Brani,Yang Ming,Container,Singapore–Korea,7,23.6,6,8000,7461,0.933
V15101,2024-06-10,Pasir Panjang T3-4,Yang Ming,RORO,Singapore–China,9,34.4,19,20000,18310,0.916
V15102,2024-06-10,Pasir Panjang T3-4,Maersk,Tanker,Singapore–US East,0,22.4,22,20000,5708,0.285
V15103,2024-06-10,Brani,Yang Ming,Container,Singapore–China,15,33.2,0,24000,15229,0.635
V15104,2024-06-10,Keppel,HMM,Tanker,Singapore–India,15,28.1,19,14500,5689,0.392
V15105,2024-06-10,Tuas,HMM,Container,Singapore–US East,3,37.4,16,14500,10726,0.74
V15106,2024-06-10,Tanjong Pagar,PIL,Tanker,Singapore–China,6,26.8,8,14500,18792,1.0
V15107,2024-06-11,Tanjong Pagar,COSCO,Tanker,Singapore–Japan,17,16.3,9,24000,15315,0.638
V15108,2024-06-11,Pasir Panjang T3-4,Yang Ming,Container,Singapore–Japan,4,32.2,12,24000,16156,0.673
V15109,2024-06-11,Pasir Panjang T3-4,COSCO,Container,Singapore–India,16,35.9,3,8000,5468,0.684
V15110,2024-06-11,Keppel,Evergreen,Container,Singapore–China,5,31.9,12,12000,6831,0.569
V15111,2024-06-11,Pasir Panjang T3-4,ONE,Tanker,Singapore–US West,9,32.0,17,8000,6100,0.762
V15112,2024-06-11,Tuas,Yang Ming,General Cargo,Singapore–SE Asia,11,37.0,0,8000,17041,1.0
V15113,2024-06-11,Pasir Panjang T3-4,ONE,Tanker,Singapore–SE Asia,4,13.8,17,14500,6770,0.467
V15114,2024-06-11,Pasir Panjang T3-4,MSC,Container,Singapore–Europe,10,21.3,7,14500,8466,0.584
V15115,2024-06-11,Keppel,Yang Ming,Container,Singapore–India,20,14.9,10,20000,21681,1.0
V15116,2024-06-11,Pasir Panjang T3-4,Hapag-Lloyd,Bulk Carrier,Singapore–US East,6,30.1,12,14500,19016,1.0
V15117,2024-06-11,Tanjong Pagar,HMM,Tanker,Singapore–Korea,18,25.0,19,14500,17307,1.0
V15118,2024-06-11,Tuas,Maersk,Container,Singapore–Japan,12,19.5,7,24000,14317,0.597
V15119,2024-06-11,Tuas,MSC,Container,Singapore–China,23,37.5,12,8000,18907,1.0
V15120,2024-06-11,Tuas,Evergreen,Container,Singapore–Korea,4,28.1,8,24000,7387,0.308
V15121,2024-06-11,Tuas,HMM,Container,Singapore–Europe,7,26.4,9,24000,15909,0.663
V15122,2024-06-11,Tuas,CMA CGM,Bulk Carrier,Singapore–Europe,5,27.6,8,12000,9063,0.755
V15123,2024-06-11,Pasir Panjang T3-4,COSCO,Bulk Carrier,Singapore–China,11,29.4,16,8000,15231,1.0
V15124,2024-06-11,Keppel,CMA CGM,Container,Singapore–Middle East,8,14.6,22,20000,9079,0.454
V15125,2024-06-11,Tuas,Maersk,Container,Singapore–Middle East,18,32.4,2,20000,7050,0.352
V15126,2024-06-11,Keppel,CMA CGM,Container,Singapore–Korea,17,34.1,3,8000,12758,1.0
V15127,2024-06-11,Keppel,Yang Ming,Container,Singapore–Middle East,0,23.9,23,8000,18368,1.0
V15128,2024-06-11,Keppel,Yang Ming,RORO,Singapore–US East,9,25.0,10,8000,6624,0.828
V15129,2024-06-12,Tanjong Pagar,MSC,Tanker,Singapore–US East,11,17.2,4,20000,20186,1.0
V15130,2024-06-12,Pasir Panjang T3-4,COSCO,Bulk Carrier,Singapore–India,7,21.5,4,24000,22975,0.957
V15131,2024-06-12,Keppel,MSC,Container,Singapore–SE Asia,4,36.0,16,14500,6959,0.48
V15132,2024-06-12,Pasir Panjang T1-2,CMA CGM,Bulk Carrier,Singapore–US East,16,35.4,3,20000,18112,0.906
V15133,2024-06-12,Keppel,MSC,Container,Singapore–US East,20,31.1,3,14500,13976,0.964
V15134,2024-06-12,Tanjong Pagar,HMM,Container,Singapore–Middle East,12,13.1,1,20000,12971,0.649
V15135,2024-06-12,Pasir Panjang T1-2,Hapag-Lloyd,Container,Singapore–US East,23,32.9,7,8000,17803,1.0
V15136,2024-06-12,Pasir Panjang T1-2,Hapag-Lloyd,Container,Singapore–India,3,35.3,14,12000,11411,0.951
V15137,2024-06-12,Pasir Panjang T3-4,PIL,Container,Singapore–Korea,10,27.6,13,12000,11070,0.922
V15138,2024-06-12,Keppel,Maersk,Bulk Carrier,Singapore–US East,3,37.3,16,24000,6174,0.257
V15139,2024-06-12,Tanjong Pagar,COSCO,RORO,Singapore–US West,13,37.1,2,8000,8283,1.0
V15140,2024-06-12,Keppel,Hapag-Lloyd,Container,Singapore–Europe,20,30.3,2,12000,17510,1.0
V15141,2024-06-12,Keppel,HMM,RORO,Singapore–SE Asia,11,34.2,21,8000,6423,0.803
V15142,2024-06-12,Brani,MSC,Tanker,Singapore–Middle East,4,22.4,2,24000,6243,0.26
V15143,2024-06-12,Tuas,COSCO,Tanker,Singapore–Europe,10,18.4,4,12000,16531,1.0
V15144,2024-06-12,Pasir Panjang T1-2,PIL,Bulk Carrier,Singapore–US East,22,32.5,6,20000,10728,0.536
V15145,2024-06-12,Keppel,HMM,Tanker,Singapore–China,2,27.4,5,20000,17369,0.868
V15146,2024-06-12,Keppel,HMM,Bulk Carrier,Singapore–Korea,13,28.0,17,12000,10674,0.89
V15147,2024-06-12,Brani,COSCO,Container,Singapore–US West,8,34.5,18,14500,6213,0.428
V15148,2024-06-12,Pasir Panjang T3-4,Maersk,Bulk Carrier,Singapore–Korea,12,14.1,2,12000,14058,1.0
V15149,2024-06-12,Pasir Panjang T1-2,CMA CGM,Container,Singapore–Middle East,9,22.1,7,12000,10763,0.897
V15150,2024-06-12,Keppel,MSC,Container,Singapore–Japan,16,22.6,14,14500,13433,0.926
V15151,2024-06-13,Pasir Panjang T3-4,Hapag-Lloyd,Container,Singapore–Japan,23,14.5,13,20000,19367,0.968
V15152,2024-06-13,Brani,COSCO,Bulk Carrier,Singapore–Korea,23,16.5,15,12000,10168,0.847
V15153,2024-06-13,Tuas,Evergreen,Tanker,Singapore–India,7,18.5,1,24000,15338,0.639
V15154,2024-06-13,Tuas,Hapag-Lloyd,Tanker,Singapore–Middle East,2,18.8,20,20000,13742,0.687
V15155,2024-06-13,Tuas,ONE,Container,Singapore–China,1,28.5,5,20000,22025,1.0
V15156,2024-06-13,Tuas,CMA CGM,General Cargo,Singapore–India,6,26.4,8,20000,18629,0.931
V15157,2024-06-13,Tanjong Pagar,PIL,Tanker,Singapore–US East,10,28.7,14,8000,10170,1.0
V15158,2024-06-13,Tuas,ONE,Container,Singapore–SE Asia,14,21.9,11,8000,13618,1.0
V15159,2024-06-13,Brani,Hapag-Lloyd,General Cargo,Singapore–Europe,22,35.4,9,8000,15261,1.0
V15160,2024-06-13,Tanjong Pagar,COSCO,Container,Singapore–US West,2,29.0,7,24000,8393,0.35
V15161,2024-06-13,Pasir Panjang T1-2,PIL,General Cargo,Singapore–SE Asia,19,16.9,11,20000,11218,0.561
V15162,2024-06-13,Brani,MSC,Bulk Carrier,Singapore–India,22,29.8,3,8000,6659,0.832
V15163,2024-06-13,Tuas,PIL,Container,Singapore–SE Asia,23,32.7,7,12000,10280,0.857
V15164,2024-06-13,Keppel,HMM,Container,Singapore–US East,5,29.9,10,24000,21121,0.88
V15165,2024-06-13,Pasir Panjang T3-4,ONE,Tanker,Singapore–Korea,15,37.0,4,24000,13757,0.573
V15166,2024-06-13,Pasir Panjang T1-2,HMM,Container,Singapore–US West,17,21.6,14,14500,14340,0.989
V15167,2024-06-13,Keppel,Hapag-Lloyd,Container,Singapore–China,2,18.6,20,12000,10104,0.842
V15168,2024-06-13,Brani,COSCO,Container,Singapore–Middle East,1,30.6,7,20000,17737,0.887
V15169,2024-06-13,Tanjong Pagar,COSCO,Tanker,Singapore–China,20,34.4,6,20000,16857,0.843
V15170,2024-06-13,Keppel,ONE,Container,Singapore–China,12,29.8,17,24000,11540,0.481
V15171,2024-06-13,Tanjong Pagar,CMA CGM,Tanker,Singapore–Japan,9,37.4,22,12000,22578,1.0
V15172,2024-06-13,Pasir Panjang T1-2,Hapag-Lloyd,Container,Singapore–China,21,31.4,4,14500,9639,0.665
V15173,2024-06-13,Brani,Maersk,Container,Singapore–Korea,15,22.8,13,20000,13667,0.683
V15174,2024-06-13,Pasir Panjang T3-4,Evergreen,Bulk Carrier,Singapore–China,18,24.3,18,24000,7652,0.319
V15175,2024-06-13,Pasir Panjang T3-4,Evergreen,Container,Singapore–Europe,0,17.7,17,8000,15719,1.0
V15176,2024-06-13,Tanjong Pagar,ONE,Tanker,Singapore–SE Asia,20,15.8,11,12000,22298,1.0
V15177,2024-06-13,Tanjong Pagar,MSC,Bulk Carrier,Singapore–US West,4,32.4,12,8000,11292,1.0
V15178,2024-06-13,Pasir Panjang T3-4,Hapag-Lloyd,Bulk Carrier,Singapore–Middle East,22,30.9,4,8000,11279,1.0
V15179,2024-06-13,Tuas,Hapag-Lloyd,Tanker,Singapore–India,14,25.7,15,8000,19075,1.0
V15180,2024-06-13,Tuas,Evergreen,Bulk Carrier,Singapore–China,15,27.5,18,20000,11039,0.552
V15181,2024-06-13,Pasir Panjang T3-4,HMM,Container,Singapore–Europe,6,19.2,1,24000,21127,0.88
V15182,2024-06-13,Pasir Panjang T3-4,Evergreen,Container,Singapore–Japan,6,25.6,7,20000,10237,0.512
V15183,2024-06-13,Tuas,Hapag-Lloyd,Bulk Carrier,Singapore–Middle East,14,24.4,14,24000,20253,0.844
V15184,2024-06-13,Brani,CMA CGM,Tanker,Singapore–Korea,11,38.0,1,8000,17214,1.0
V15185,2024-06-13,Pasir Panjang T1-2,ONE,Container,Singapore–Korea,17,20.5,13,20000,14400,0.72
V15186,2024-06-14,Tuas,ONE,Bulk Carrier,Singapore–Europe,21,24.7,21,24000,7297,0.304
V15187,2024-06-14,Brani,MSC,Container,Singapore–India,12,22.0,10,8000,9357,1.0
V15188,2024-06-14,Keppel,CMA CGM,Tanker,Singapore–Europe,15,27.4,18,20000,11178,0.559
V15189,2024-06-14,Pasir Panjang T3-4,MSC,Bulk Carrier,Singapore–India,8,25.4,9,12000,10440,0.87
V15190,2024-06-14,Keppel,Evergreen,Tanker,Singapore–SE Asia,10,31.1,17,20000,19230,0.962
V15191,2024-06-14,Pasir Panjang T3-4,PIL,Bulk Carrier,Singapore–US West,4,13.9,17,24000,17331,0.722
V15192,2024-06-14,Brani,HMM,Tanker,Singapore–Middle East,4,24.7,4,12000,10420,0.868
V15193,2024-06-14,Tuas,HMM,Container,Singapore–Middle East,10,12.0,22,8000,5967,0.746
V15194,2024-06-14,Tanjong Pagar,Evergreen,Container,Singapore–China,0,33.9,9,24000,18342,0.764
V15195,2024-06-14,Keppel,PIL,Tanker,Singapore–China,22,19.3,17,12000,11613,0.968
V15196,2024-06-14,Tuas,CMA CGM,Bulk Carrier,Singapore–US East,16,37.8,5,8000,12447,1.0
V15197,2024-06-14,Keppel,PIL,Tanker,Singapore–US East,12,37.3,1,12000,18860,1.0
V15198,2024-06-14,Pasir Panjang T1-2,COSCO,Bulk Carrier,Singapore–China,19,29.1,0,8000,9339,1.0
V15199,2024-06-14,Keppel,HMM,Tanker,Singapore–Korea,9,34.7,19,24000,6356,0.265
V15200,2024-06-14,Pasir Panjang T1-2,Evergreen,Bulk Carrier,Singapore–Europe,0,34.3,10,8000,10924,1.0
V15201,2024-06-14,Keppel,PIL,Container,Singapore–US East,13,19.9,8,20000,13631,0.682
V15202,2024-06-14,Keppel,CMA CGM,Container,Singapore–US West,8,27.0,11,8000,10925,1.0
V15203,2024-06-14,Pasir Panjang T3-4,CMA CGM,Bulk Carrier,Singapore–US West,16,35.7,3,14500,9957,0.687
V15204,2024-06-14,Keppel,HMM,Container,Singapore–Middle East,14,33.8,23,20000,18518,0.926
V15205,2024-06-14,Pasir Panjang T3-4,COSCO,Container,Singapore–Middle East,13,26.8,15,20000,12769,0.638
V15206,2024-06-14,Tanjong Pagar,CMA CGM,Container,Singapore–US East,6,14.2,20,24000,22633,0.943
V15207,2024-06-14,Tanjong Pagar,ONE,Container,Singapore–Europe,14,14.5,4,20000,12691,0.635
V15208,2024-06-14,Tanjong Pagar,Yang Ming,Container,Singapore–Europe,22,17.8,15,8000,10016,1.0
V15209,2024-06-14,Keppel,Maersk,RORO,Singapore–Middle East,19,28.1,23,14500,18296,1.0
V15210,2024-06-14,Pasir Panjang T1-2,MSC,General Cargo,Singapore–Europe,15,19.2,10,12000,11990,0.999
V15211,2024-06-14,Pasir Panjang T3-4,Maersk,Bulk Carrier,Singapore–India,4,15.0,19,8000,18610,1.0
V15212,2024-06-14,Tuas,Hapag-Lloyd,Container,Singapore–Middle East,9,34.6,19,8000,16653,1.0
V15213,2024-06-15,Pasir Panjang T1-2,PIL,Bulk Carrier,Singapore–SE Asia,12,13.5,1,12000,15988,1.0
V15214,2024-06-15,Keppel,PIL,Container,Singapore–Japan,2,16.1,18,8000,10029,1.0
V15215,2024-06-15,Pasir Panjang T1-2,CMA CGM,Tanker,Singapore–SE Asia,7,35.4,18,20000,18199,0.91
V15216,2024-06-15,Tuas,MSC,Container,Singapore–Korea,15,36.2,3,20000,21215,1.0
V15217,2024-06-15,Pasir Panjang T1-2,COSCO,Container,Singapore–Europe,0,18.7,18,24000,11188,0.466
V15218,2024-06-15,Pasir Panjang T1-2,Maersk,Container,Singapore–Japan,5,16.5,21,24000,20617,0.859
V15219,2024-06-15,Pasir Panjang T3-4,Yang Ming,Container,Singapore–China,0,12.5,12,24000,10712,0.446
V15220,2024-06-15,Pasir Panjang T3-4,ONE,Container,Singapore–Middle East,21,19.6,16,8000,17524,1.0
V15221,2024-06-15,Keppel,COSCO,Tanker,Singapore–SE Asia,5,14.2,19,8000,9709,1.0
V15222,2024-06-15,Brani,CMA CGM,Container,Singapore–India,20,34.0,6,12000,22075,1.0
V15223,2024-06-15,Brani,Hapag-Lloyd,Container,Singapore–SE Asia,2,32.1,10,14500,9302,0.642
V15224,2024-06-15,Tanjong Pagar,ONE,Container,Singapore–Korea,18,21.6,15,24000,6478,0.27
V15225,2024-06-15,Tanjong Pagar,COSCO,Container,Singapore–Korea,4,31.2,11,8000,11600,1.0
V15226,2024-06-15,Pasir Panjang T1-2,Evergreen,Container,Singapore–US West,3,32.4,11,20000,5519,0.276
V15227,2024-06-15,Keppel,Maersk,Tanker,Singapore–SE Asia,11,17.6,4,12000,8453,0.704
V15228,2024-06-15,Tuas,Evergreen,Container,Singapore–US West,23,16.8,15,8000,19205,1.0
V15229,2024-06-15,Brani,PIL,Bulk Carrier,Singapore–Korea,21,28.7,1,24000,10462,0.436
V15230,2024-06-15,Pasir Panjang T1-2,ONE,Container,Singapore–US East,16,24.3,16,12000,5475,0.456
V15231,2024-06-15,Keppel,Hapag-Lloyd,Tanker,Singapore–SE Asia,23,33.8,8,24000,11618,0.484
V15232,2024-06-15,Keppel,ONE,Container,Singapore–India,12,31.2,19,14500,21703,1.0
V15233,2024-06-15,Brani,Evergreen,Container,Singapore–Korea,5,26.3,7,8000,9904,1.0
V15234,2024-06-15,Brani,Evergreen,RORO,Singapore–Europe,11,36.6,23,12000,13936,1.0
V15235,2024-06-15,Tanjong Pagar,CMA CGM,Container,Singapore–Europe,11,25.5,12,14500,8179,0.564
V15236,2024-06-15,Pasir Panjang T3-4,CMA CGM,RORO,Singapore–China,16,20.0,12,24000,11568,0.482
V15237,2024-06-15,Brani,Yang Ming,Container,Singapore–India,5,31.0,12,12000,19787,1.0
V15238,2024-06-15,Brani,MSC,Bulk Carrier,Singapore–SE Asia,15,28.4,19,20000,6843,0.342
V15239,2024-06-15,Tanjong Pagar,CMA CGM,Container,Singapore–US West,15,25.9,16,20000,8408,0.42
V15240,2024-06-16,Brani,MSC,Container,Singapore–Europe,5,27.2,8,14500,21239,1.0
V15241,2024-06-16,Brani,Maersk,Tanker,Singapore–China,10,25.1,11,20000,9024,0.451
V15242,2024-06-16,Pasir Panjang T1-2,CMA CGM,Container,Singapore–Japan,7,17.2,0,12000,12621,1.0
V15243,2024-06-16,Pasir Panjang T3-4,HMM,Tanker,Singapore–US West,1,25.7,2,14500,16550,1.0
V15244,2024-06-16,Pasir Panjang T1-2,Hapag-Lloyd,RORO,Singapore–Korea,6,28.9,10,24000,22233,0.926
V15245,2024-06-16,Tanjong Pagar,PIL,Container,Singapore–Europe,2,33.1,11,12000,12493,1.0
V15246,2024-06-16,Tuas,CMA CGM,RORO,Singapore–China,2,31.8,9,20000,11228,0.561
V15247,2024-06-16,Brani,CMA CGM,Bulk Carrier,Singapore–Middle East,4,36.0,16,14500,18614,1.0
V15248,2024-06-16,Keppel,Hapag-Lloyd,Tanker,Singapore–US East,11,37.0,0,24000,19398,0.808
V15249,2024-06-16,Pasir Panjang T3-4,MSC,Bulk Carrier,Singapore–Middle East,20,37.7,9,24000,11665,0.486
V15250,2024-06-16,Pasir Panjang T1-2,PIL,Container,Singapore–US East,17,16.0,9,8000,16447,1.0
V15251,2024-06-16,Keppel,CMA CGM,Container,Singapore–India,4,34.3,14,12000,6793,0.566
V15252,2024-06-16,Brani,COSCO,RORO,Singapore–SE Asia,16,15.3,7,24000,10804,0.45
V15253,2024-06-16,Tuas,Yang Ming,Tanker,Singapore–Europe,18,15.9,9,12000,18478,1.0
V15254,2024-06-16,Pasir Panjang T3-4,ONE,Container,Singapore–Middle East,13,26.6,15,20000,7138,0.357
V15255,2024-06-16,Pasir Panjang T1-2,Yang Ming,RORO,Singapore–Japan,22,36.9,10,8000,8257,1.0
V15256,2024-06-16,Tuas,Evergreen,General Cargo,Singapore–India,4,27.8,7,20000,5939,0.297
V15257,2024-06-16,Tanjong Pagar,CMA CGM,Container,Singapore–US West,0,18.4,18,24000,6782,0.283
V15258,2024-06-16,Pasir Panjang T1-2,Hapag-Lloyd,RORO,Singapore–US West,6,13.5,19,20000,17742,0.887
V15259,2024-06-16,Brani,Hapag-Lloyd,Bulk Carrier,Singapore–Korea,4,29.1,9,14500,12394,0.855
V15260,2024-06-16,Tuas,ONE,Container,Singapore–SE Asia,15,35.6,2,14500,19172,1.0
V15261,2024-06-16,Brani,ONE,Bulk Carrier,Singapore–Japan,0,27.6,3,14500,6662,0.459
V15262,2024-06-16,Pasir Panjang T1-2,Evergreen,RORO,Singapore–US East,18,23.3,17,12000,5549,0.462
V15263,2024-06-17,Pasir Panjang T1-2,COSCO,Tanker,Singapore–Middle East,10,35.8,21,14500,9806,0.676
V15264,2024-06-17,Pasir Panjang T3-4,Yang Ming,Tanker,Singapore–India,19,28.4,23,24000,5644,0.235
V15265,2024-06-17,Keppel,COSCO,Container,Singapore–SE Asia,20,21.6,17,20000,11600,0.58
V15266,2024-06-17,Keppel,HMM,Container,Singapore–China,1,25.9,2,24000,19614,0.817
V15267,2024-06-17,Brani,Yang Ming,Tanker,Singapore–Europe,18,36.3,6,24000,23239,0.968
V15268,2024-06-17,Tuas,Yang Ming,Container,Singapore–Middle East,21,24.7,21,20000,11826,0.591
V15269,2024-06-17,Pasir Panjang T1-2,Yang Ming,Container,Singapore–Japan,21,33.1,6,20000,11539,0.577
V15270,2024-06-17,Tuas,Maersk,Tanker,Singapore–US West,23,34.1,9,12000,23061,1.0
V15271,2024-06-17,Brani,Yang Ming,Container,Singapore–US East,7,13.1,20,14500,17003,1.0
V15272,2024-06-17,Pasir Panjang T1-2,CMA CGM,Bulk Carrier,Singapore–US West,15,19.4,10,14500,14859,1.0
V15273,2024-06-17,Keppel,COSCO,RORO,Singapore–Europe,12,20.3,8,20000,15158,0.758
V15274,2024-06-17,Tuas,PIL,Tanker,Singapore–US East,7,34.3,17,20000,6539,0.327
V15275,2024-06-17,Keppel,Hapag-Lloyd,Container,Singapore–China,8,31.8,15,12000,17363,1.0
V15276,2024-06-17,Pasir Panjang T3-4,ONE,Container,Singapore–US West,2,26.1,4,14500,5565,0.384
V15277,2024-06-17,Tanjong Pagar,CMA CGM,Container,Singapore–Japan,15,14.6,5,12000,7485,0.624
V15278,2024-06-17,Tanjong Pagar,HMM,Container,Singapore–India,8,26.8,10,14500,12523,0.864
V15279,2024-06-17,Tanjong Pagar,MSC,Tanker,Singapore–Europe,17,14.8,7,8000,12490,1.0
V15280,2024-06-17,Keppel,Hapag-Lloyd,Bulk Carrier,Singapore–Japan,1,12.6,13,24000,7246,0.302
V15281,2024-06-17,Pasir Panjang T1-2,CMA CGM,Bulk Carrier,Singapore–Europe,12,31.8,19,12000,11390,0.949
V15282,2024-06-17,Pasir Panjang T1-2,PIL,Container,Singapore–SE Asia,5,23.2,4,12000,11454,0.954
V15283,2024-06-17,Brani,Yang Ming,Container,Singapore–India,16,19.3,11,24000,13973,0.582
V15284,2024-06-17,Pasir Panjang T1-2,MSC,Bulk Carrier,Singapore–India,1,14.6,15,20000,12864,0.643
V15285,2024-06-17,Tuas,Evergreen,Tanker,Singapore–US West,5,36.4,17,20000,10376,0.519
V15286,2024-06-17,Tanjong Pagar,HMM,Container,Singapore–US East,13,18.9,7,24000,11015,0.459
V15287,2024-06-17,Tuas,HMM,Tanker,Singapore–Japan,10,29.2,15,24000,12619,0.526
V15288,2024-06-17,Pasir Panjang T1-2,Yang Ming,Bulk Carrier,Singapore–US West,13,16.9,5,8000,13533,1.0
V15289,2024-06-18,Keppel,HMM,Bulk Carrier,Singapore–Korea,2,37.1,15,12000,7448,0.621
V15290,2024-06-18,Keppel,HMM,RORO,Singapore–India,21,15.6,12,12000,22963,1.0
V15291,2024-06-18,Tuas,Maersk,Container,Singapore–Middle East,17,18.6,11,20000,16354,0.818
V15292,2024-06-18,Tuas,Maersk,Container,Singapore–US West,20,27.9,23,14500,18691,1.0
V15293,2024-06-18,Tanjong Pagar,Maersk,Bulk Carrier,Singapore–China,22,35.4,9,20000,14862,0.743
V15294,2024-06-18,Pasir Panjang T3-4,Hapag-Lloyd,Container,Singapore–Korea,7,30.8,13,8000,16069,1.0
V15295,2024-06-18,Pasir Panjang T3-4,HMM,Container,Singapore–Japan,7,19.7,2,8000,15111,1.0
V15296,2024-06-18,Keppel,CMA CGM,Container,Singapore–India,7,30.5,13,14500,16237,1.0
V15297,2024-06-18,Pasir Panjang T3-4,ONE,RORO,Singapore–Middle East,9,26.4,11,20000,7004,0.35
V15298,2024-06-18,Tanjong Pagar,HMM,RORO,Singapore–Japan,3,12.1,15,8000,9761,1.0
V15299,2024-06-18,Tanjong Pagar,Evergreen,Container,Singapore–Japan,14,27.7,17,8000,14106,1.0
V15300,2024-06-18,Tuas,HMM,Container,Singapore–SE Asia,19,29.3,0,8000,5635,0.704
V15301,2024-06-18,Tanjong Pagar,Maersk,Container,Singapore–US West,5,23.1,4,24000,12029,0.501
V15302,2024-06-18,Pasir Panjang T3-4,MSC,General Cargo,Singapore–Middle East,2,15.2,17,14500,6515,0.449
V15303,2024-06-18,Pasir Panjang T3-4,PIL,Container,Singapore–Europe,4,13.5,17,14500,12062,0.832
V15304,2024-06-18,Tuas,HMM,Container,Singapore–US West,10,21.3,7,14500,8766,0.605
V15305,2024-06-18,Tanjong Pagar,Hapag-Lloyd,Container,Singapore–Europe,13,23.6,12,24000,18821,0.784
V15306,2024-06-18,Keppel,PIL,Container,Singapore–Europe,6,28.0,10,24000,6697,0.279
V15307,2024-06-18,Pasir Panjang T3-4,Yang Ming,Container,Singapore–Korea,1,24.1,1,8000,10035,1.0
V15308,2024-06-18,Keppel,Yang Ming,Container,Singapore–Europe,13,32.6,21,14500,13486,0.93
V15309,2024-06-18,Brani,Evergreen,Bulk Carrier,Singapore–China,1,20.2,21,12000,12102,1.0
V15310,2024-06-18,Tanjong Pagar,HMM,Bulk Carrier,Singapore–Japan,4,21.6,1,14500,20707,1.0
V15311,2024-06-18,Keppel,Hapag-Lloyd,Tanker,Singapore–India,13,35.4,0,24000,5868,0.244
V15312,2024-06-18,Tuas,MSC,Container,Singapore–US East,10,20.9,6,20000,17323,0.866
V15313,2024-06-18,Tuas,COSCO,Container,Singapore–Middle East,2,37.6,15,14500,7502,0.517
V15314,2024-06-18,Tanjong Pagar,MSC,Container,Singapore–US East,8,18.0,2,8000,17338,1.0
V15315,2024-06-18,Pasir Panjang T3-4,COSCO,Bulk Carrier,Singapore–Korea,8,20.6,4,12000,15328,1.0
V15316,2024-06-18,Brani,CMA CGM,RORO,Singapore–US East,23,31.4,6,14500,8396,0.579
V15317,2024-06-18,Brani,Yang Ming,Bulk Carrier,Singapore–US West,9,33.1,18,24000,13876,0.578
